year;areakm;municipality;geocode_ibge;state
2009;6.55;Nova Monte Verde;5108956;Mato Grosso
2010;2.64;Nova Monte Verde;5108956;Mato Grosso
2011;3.58;Nova Monte Verde;5108956;Mato Grosso
2012;5.14;Nova Monte Verde;5108956;Mato Grosso
2013;3.01;Nova Monte Verde;5108956;Mato Grosso
2014;5.26;Nova Monte Verde;5108956;Mato Grosso
2015;6.26;Nova Monte Verde;5108956;Mato Grosso
2016;18.45;Nova Monte Verde;5108956;Mato Grosso
2017;17.43;Nova Monte Verde;5108956;Mato Grosso
2018;16.81;Nova Monte Verde;5108956;Mato Grosso
2019;40.03;Nova Monte Verde;5108956;Mato Grosso
2020;18.89;Nova Monte Verde;5108956;Mato Grosso
2021;26.11;Nova Monte Verde;5108956;Mato Grosso
2022;34.26;Nova Monte Verde;5108956;Mato Grosso
2023;33.43;Nova Monte Verde;5108956;Mato Grosso
2024;4.91;Nova Monte Verde;5108956;Mato Grosso
2007;1375.43;Nova Mutum;5106224;Mato Grosso
2008;1.11;Nova Mutum;5106224;Mato Grosso
2009;0.16;Nova Mutum;5106224;Mato Grosso
2010;2.35;Nova Mutum;5106224;Mato Grosso
2011;4.02;Nova Mutum;5106224;Mato Grosso
2012;5.33;Nova Mutum;5106224;Mato Grosso
2013;0.64;Nova Mutum;5106224;Mato Grosso
2014;0.94;Nova Mutum;5106224;Mato Grosso
2015;9.71;Nova Mutum;5106224;Mato Grosso
2016;2.68;Nova Mutum;5106224;Mato Grosso
2017;0.34;Nova Mutum;5106224;Mato Grosso
2018;1.45;Nova Mutum;5106224;Mato Grosso
2019;5.23;Nova Mutum;5106224;Mato Grosso
2020;0.0;Nova Mutum;5106224;Mato Grosso
2021;1.02;Nova Mutum;5106224;Mato Grosso
2022;0.36;Nova Mutum;5106224;Mato Grosso
2023;1.1;Nova Mutum;5106224;Mato Grosso
2024;7.13;Nova Mutum;5106224;Mato Grosso
2007;829.94;Nova Olímpia;5106232;Mato Grosso
2008;4.27;Nova Olímpia;5106232;Mato Grosso
2009;0.49;Nova Olímpia;5106232;Mato Grosso
2010;0.53;Nova Olímpia;5106232;Mato Grosso
2011;0.18;Nova Olímpia;5106232;Mato Grosso
2012;0.08;Nova Olímpia;5106232;Mato Grosso
2013;0.0;Nova Olímpia;5106232;Mato Grosso
2014;0.41;Nova Olímpia;5106232;Mato Grosso
2015;0.16;Nova Olímpia;5106232;Mato Grosso
2016;0.86;Nova Olímpia;5106232;Mato Grosso
2017;0.26;Nova Olímpia;5106232;Mato Grosso
2018;0.11;Nova Olímpia;5106232;Mato Grosso
2019;0.8;Nova Olímpia;5106232;Mato Grosso
2020;1.6;Nova Olímpia;5106232;Mato Grosso
2021;1.68;Nova Olímpia;5106232;Mato Grosso
2022;0.32;Nova Olímpia;5106232;Mato Grosso
2023;0.48;Nova Olímpia;5106232;Mato Grosso
2024;0.41;Nova Olímpia;5106232;Mato Grosso
2007;1304.44;Nova Santa Helena;5106190;Mato Grosso
2008;16.89;Nova Santa Helena;5106190;Mato Grosso
2009;3.73;Nova Santa Helena;5106190;Mato Grosso
2010;1.12;Nova Santa Helena;5106190;Mato Grosso
2011;3.95;Nova Santa Helena;5106190;Mato Grosso
2012;3.2;Nova Santa Helena;5106190;Mato Grosso
2013;5.21;Nova Santa Helena;5106190;Mato Grosso
2014;4.16;Nova Santa Helena;5106190;Mato Grosso
2015;1.85;Nova Santa Helena;5106190;Mato Grosso
2016;2.19;Nova Santa Helena;5106190;Mato Grosso
2017;3.48;Nova Santa Helena;5106190;Mato Grosso
2018;2.67;Nova Santa Helena;5106190;Mato Grosso
2019;5.51;Nova Santa Helena;5106190;Mato Grosso
2020;10.46;Nova Santa Helena;5106190;Mato Grosso
2021;8.83;Nova Santa Helena;5106190;Mato Grosso
2022;11.15;Nova Santa Helena;5106190;Mato Grosso
2023;28.15;Nova Santa Helena;5106190;Mato Grosso
2024;58.5;Nova Santa Helena;5106190;Mato Grosso
2007;3453.23;Nova Ubiratã;5106240;Mato Grosso
2008;138.99;Nova Ubiratã;5106240;Mato Grosso
2009;30.49;Nova Ubiratã;5106240;Mato Grosso
2010;13.49;Nova Ubiratã;5106240;Mato Grosso
2011;70.15;Nova Ubiratã;5106240;Mato Grosso
2012;18.23;Nova Ubiratã;5106240;Mato Grosso
2013;9.6;Nova Ubiratã;5106240;Mato Grosso
2014;15.42;Nova Ubiratã;5106240;Mato Grosso
2015;26.69;Nova Ubiratã;5106240;Mato Grosso
2016;21.67;Nova Ubiratã;5106240;Mato Grosso
2017;43.59;Nova Ubiratã;5106240;Mato Grosso
2018;23.43;Nova Ubiratã;5106240;Mato Grosso
2019;19.1;Nova Ubiratã;5106240;Mato Grosso
2020;29.94;Nova Ubiratã;5106240;Mato Grosso
2021;59.23;Nova Ubiratã;5106240;Mato Grosso
2022;55.84;Nova Ubiratã;5106240;Mato Grosso
2023;115.96;Nova Ubiratã;5106240;Mato Grosso
2024;18.06;Nova Ubiratã;5106240;Mato Grosso
2007;692.56;Novo Horizonte do Norte;5106273;Mato Grosso
2008;2.56;Novo Horizonte do Norte;5106273;Mato Grosso
2009;0.23;Novo Horizonte do Norte;5106273;Mato Grosso
2010;0.07;Novo Horizonte do Norte;5106273;Mato Grosso
2011;0.39;Novo Horizonte do Norte;5106273;Mato Grosso
2012;0.08;Novo Horizonte do Norte;5106273;Mato Grosso
2013;0.07;Novo Horizonte do Norte;5106273;Mato Grosso
2014;1.18;Novo Horizonte do Norte;5106273;Mato Grosso
2015;0.42;Novo Horizonte do Norte;5106273;Mato Grosso
2016;0.96;Novo Horizonte do Norte;5106273;Mato Grosso
2017;0.31;Novo Horizonte do Norte;5106273;Mato Grosso
2018;0.0;Novo Horizonte do Norte;5106273;Mato Grosso
2019;0.52;Novo Horizonte do Norte;5106273;Mato Grosso
2020;0.48;Novo Horizonte do Norte;5106273;Mato Grosso
2021;0.46;Novo Horizonte do Norte;5106273;Mato Grosso
2022;0.0;Novo Horizonte do Norte;5106273;Mato Grosso
2023;0.38;Novo Horizonte do Norte;5106273;Mato Grosso
2024;0.2;Novo Horizonte do Norte;5106273;Mato Grosso
2007;2420.69;Novo Mundo;5106265;Mato Grosso
2008;42.03;Novo Mundo;5106265;Mato Grosso
2009;12.26;Novo Mundo;5106265;Mato Grosso
2010;13.37;Novo Mundo;5106265;Mato Grosso
2011;15.19;Novo Mundo;5106265;Mato Grosso
2012;4.18;Novo Mundo;5106265;Mato Grosso
2013;14.06;Novo Mundo;5106265;Mato Grosso
2014;15.22;Novo Mundo;5106265;Mato Grosso
2015;22.41;Novo Mundo;5106265;Mato Grosso
2016;20.12;Novo Mundo;5106265;Mato Grosso
2017;19.61;Novo Mundo;5106265;Mato Grosso
2018;13.69;Novo Mundo;5106265;Mato Grosso
2019;21.84;Novo Mundo;5106265;Mato Grosso
2020;19.56;Novo Mundo;5106265;Mato Grosso
2021;17.89;Novo Mundo;5106265;Mato Grosso
2022;14.47;Novo Mundo;5106265;Mato Grosso
2023;11.78;Novo Mundo;5106265;Mato Grosso
2024;6.59;Novo Mundo;5106265;Mato Grosso
2007;103.63;Novo Santo Antônio;5106315;Mato Grosso
2008;7.95;Novo Santo Antônio;5106315;Mato Grosso
2009;4.77;Novo Santo Antônio;5106315;Mato Grosso
2010;2.02;Novo Santo Antônio;5106315;Mato Grosso
2011;10.91;Novo Santo Antônio;5106315;Mato Grosso
2012;2.53;Novo Santo Antônio;5106315;Mato Grosso
2013;4.65;Novo Santo Antônio;5106315;Mato Grosso
2014;3.77;Novo Santo Antônio;5106315;Mato Grosso
2015;6.43;Novo Santo Antônio;5106315;Mato Grosso
2016;4.58;Novo Santo Antônio;5106315;Mato Grosso
2017;5.07;Novo Santo Antônio;5106315;Mato Grosso
2018;3.35;Novo Santo Antônio;5106315;Mato Grosso
2019;2.21;Novo Santo Antônio;5106315;Mato Grosso
2020;0.38;Novo Santo Antônio;5106315;Mato Grosso
2021;9.57;Novo Santo Antônio;5106315;Mato Grosso
2022;2.34;Novo Santo Antônio;5106315;Mato Grosso
2023;3.13;Novo Santo Antônio;5106315;Mato Grosso
2024;1.29;Novo Santo Antônio;5106315;Mato Grosso
2007;2393.56;Paranatinga;5106307;Mato Grosso
2008;80.14;Paranatinga;5106307;Mato Grosso
2009;3.91;Paranatinga;5106307;Mato Grosso
2010;19.24;Paranatinga;5106307;Mato Grosso
2011;4.2;Paranatinga;5106307;Mato Grosso
2012;5.86;Paranatinga;5106307;Mato Grosso
2013;15.57;Paranatinga;5106307;Mato Grosso
2014;4.16;Paranatinga;5106307;Mato Grosso
2015;19.01;Paranatinga;5106307;Mato Grosso
2016;12.84;Paranatinga;5106307;Mato Grosso
2017;8.54;Paranatinga;5106307;Mato Grosso
2018;30.37;Paranatinga;5106307;Mato Grosso
2019;16.67;Paranatinga;5106307;Mato Grosso
2020;64.59;Paranatinga;5106307;Mato Grosso
2021;28.58;Paranatinga;5106307;Mato Grosso
2022;89.34;Paranatinga;5106307;Mato Grosso
2023;36.79;Paranatinga;5106307;Mato Grosso
2024;57.97;Paranatinga;5106307;Mato Grosso
2007;2184.66;Paranaíta;5106299;Mato Grosso
2008;41.24;Paranaíta;5106299;Mato Grosso
2009;7.75;Paranaíta;5106299;Mato Grosso
2010;9.75;Paranaíta;5106299;Mato Grosso
2011;16.1;Paranaíta;5106299;Mato Grosso
2012;6.12;Paranaíta;5106299;Mato Grosso
2013;12.99;Paranaíta;5106299;Mato Grosso
2014;39.48;Paranaíta;5106299;Mato Grosso
2015;23.44;Paranaíta;5106299;Mato Grosso
2016;50.52;Paranaíta;5106299;Mato Grosso
2017;40.99;Paranaíta;5106299;Mato Grosso
2018;41.65;Paranaíta;5106299;Mato Grosso
2019;54.96;Paranaíta;5106299;Mato Grosso
2020;23.08;Paranaíta;5106299;Mato Grosso
2021;20.12;Paranaíta;5106299;Mato Grosso
2022;30.92;Paranaíta;5106299;Mato Grosso
2023;49.79;Paranaíta;5106299;Mato Grosso
2024;7.44;Paranaíta;5106299;Mato Grosso
2007;3230.45;Peixoto de Azevedo;5106422;Mato Grosso
2008;69.19;Peixoto de Azevedo;5106422;Mato Grosso
2009;24.45;Peixoto de Azevedo;5106422;Mato Grosso
2010;22.38;Peixoto de Azevedo;5106422;Mato Grosso
2011;56.78;Peixoto de Azevedo;5106422;Mato Grosso
2012;38.91;Peixoto de Azevedo;5106422;Mato Grosso
2013;51.64;Peixoto de Azevedo;5106422;Mato Grosso
2014;23.47;Peixoto de Azevedo;5106422;Mato Grosso
2015;37.47;Peixoto de Azevedo;5106422;Mato Grosso
2016;36.16;Peixoto de Azevedo;5106422;Mato Grosso
2017;39.7;Peixoto de Azevedo;5106422;Mato Grosso
2018;23.51;Peixoto de Azevedo;5106422;Mato Grosso
2019;55.34;Peixoto de Azevedo;5106422;Mato Grosso
2020;64.77;Peixoto de Azevedo;5106422;Mato Grosso
2021;88.41;Peixoto de Azevedo;5106422;Mato Grosso
2022;54.95;Peixoto de Azevedo;5106422;Mato Grosso
2023;80.48;Peixoto de Azevedo;5106422;Mato Grosso
2024;63.13;Peixoto de Azevedo;5106422;Mato Grosso
2007;3781.18;Pontes e Lacerda;5106752;Mato Grosso
2008;27.85;Pontes e Lacerda;5106752;Mato Grosso
2009;5.03;Pontes e Lacerda;5106752;Mato Grosso
2010;3.74;Pontes e Lacerda;5106752;Mato Grosso
2011;3.04;Pontes e Lacerda;5106752;Mato Grosso
2012;1.68;Pontes e Lacerda;5106752;Mato Grosso
2013;2.07;Pontes e Lacerda;5106752;Mato Grosso
2014;2.75;Pontes e Lacerda;5106752;Mato Grosso
2015;2.23;Pontes e Lacerda;5106752;Mato Grosso
2016;2.37;Pontes e Lacerda;5106752;Mato Grosso
2017;3.52;Pontes e Lacerda;5106752;Mato Grosso
2018;1.97;Pontes e Lacerda;5106752;Mato Grosso
2019;5.73;Pontes e Lacerda;5106752;Mato Grosso
2020;6.32;Pontes e Lacerda;5106752;Mato Grosso
2021;6.05;Pontes e Lacerda;5106752;Mato Grosso
2022;2.18;Pontes e Lacerda;5106752;Mato Grosso
2023;2.53;Pontes e Lacerda;5106752;Mato Grosso
2024;2.16;Pontes e Lacerda;5106752;Mato Grosso
2007;831.86;Porto Alegre do Norte;5106778;Mato Grosso
2008;11.86;Porto Alegre do Norte;5106778;Mato Grosso
2009;0.92;Porto Alegre do Norte;5106778;Mato Grosso
2010;2.47;Porto Alegre do Norte;5106778;Mato Grosso
2011;1.3;Porto Alegre do Norte;5106778;Mato Grosso
2012;0.89;Porto Alegre do Norte;5106778;Mato Grosso
2013;1.53;Porto Alegre do Norte;5106778;Mato Grosso
2014;1.52;Porto Alegre do Norte;5106778;Mato Grosso
2015;3.37;Porto Alegre do Norte;5106778;Mato Grosso
2016;0.92;Porto Alegre do Norte;5106778;Mato Grosso
2017;0.42;Porto Alegre do Norte;5106778;Mato Grosso
2018;0.88;Porto Alegre do Norte;5106778;Mato Grosso
2019;5.2;Porto Alegre do Norte;5106778;Mato Grosso
2020;11.92;Porto Alegre do Norte;5106778;Mato Grosso
2021;16.24;Porto Alegre do Norte;5106778;Mato Grosso
2022;1.75;Porto Alegre do Norte;5106778;Mato Grosso
2023;9.35;Porto Alegre do Norte;5106778;Mato Grosso
2024;1.31;Porto Alegre do Norte;5106778;Mato Grosso
2007;357.63;Porto Esperidião;5106828;Mato Grosso
2008;6.69;Porto Esperidião;5106828;Mato Grosso
2009;0.36;Porto Esperidião;5106828;Mato Grosso
2010;5.68;Porto Esperidião;5106828;Mato Grosso
2011;1.13;Porto Esperidião;5106828;Mato Grosso
2012;0.4;Porto Esperidião;5106828;Mato Grosso
2013;0.0;Porto Esperidião;5106828;Mato Grosso
2014;1.18;Porto Esperidião;5106828;Mato Grosso
2015;3.88;Porto Esperidião;5106828;Mato Grosso
2016;0.77;Porto Esperidião;5106828;Mato Grosso
2017;0.28;Porto Esperidião;5106828;Mato Grosso
2018;1.05;Porto Esperidião;5106828;Mato Grosso
2019;4.75;Porto Esperidião;5106828;Mato Grosso
2020;4.47;Porto Esperidião;5106828;Mato Grosso
2021;0.94;Porto Esperidião;5106828;Mato Grosso
2022;0.47;Porto Esperidião;5106828;Mato Grosso
2023;0.33;Porto Esperidião;5106828;Mato Grosso
2024;0.38;Porto Esperidião;5106828;Mato Grosso
2007;130.95;Porto Estrela;5106851;Mato Grosso
2008;0.1;Porto Estrela;5106851;Mato Grosso
2009;0.1;Porto Estrela;5106851;Mato Grosso
2010;0.0;Porto Estrela;5106851;Mato Grosso
2011;0.0;Porto Estrela;5106851;Mato Grosso
2012;0.0;Porto Estrela;5106851;Mato Grosso
2013;0.15;Porto Estrela;5106851;Mato Grosso
2014;0.1;Porto Estrela;5106851;Mato Grosso
2015;0.0;Porto Estrela;5106851;Mato Grosso
2016;0.0;Porto Estrela;5106851;Mato Grosso
2017;0.07;Porto Estrela;5106851;Mato Grosso
2018;0.29;Porto Estrela;5106851;Mato Grosso
2019;0.0;Porto Estrela;5106851;Mato Grosso
2020;0.0;Porto Estrela;5106851;Mato Grosso
2021;0.0;Porto Estrela;5106851;Mato Grosso
2022;0.0;Porto Estrela;5106851;Mato Grosso
2023;0.21;Porto Estrela;5106851;Mato Grosso
2024;0.0;Porto Estrela;5106851;Mato Grosso
2007;2932.47;Porto dos Gaúchos;5106802;Mato Grosso
2008;29.88;Porto dos Gaúchos;5106802;Mato Grosso
2009;8.83;Porto dos Gaúchos;5106802;Mato Grosso
2010;21.7;Porto dos Gaúchos;5106802;Mato Grosso
2011;20.11;Porto dos Gaúchos;5106802;Mato Grosso
2012;7.19;Porto dos Gaúchos;5106802;Mato Grosso
2013;13.31;Porto dos Gaúchos;5106802;Mato Grosso
2014;16.61;Porto dos Gaúchos;5106802;Mato Grosso
2015;31.81;Porto dos Gaúchos;5106802;Mato Grosso
2016;8.63;Porto dos Gaúchos;5106802;Mato Grosso
2017;18.76;Porto dos Gaúchos;5106802;Mato Grosso
2018;32.61;Porto dos Gaúchos;5106802;Mato Grosso
2019;25.16;Porto dos Gaúchos;5106802;Mato Grosso
2020;51.71;Porto dos Gaúchos;5106802;Mato Grosso
2021;18.29;Porto dos Gaúchos;5106802;Mato Grosso
2022;29.19;Porto dos Gaúchos;5106802;Mato Grosso
2023;96.56;Porto dos Gaúchos;5106802;Mato Grosso
2024;32.93;Porto dos Gaúchos;5106802;Mato Grosso
2007;4904.07;Querência;5107065;Mato Grosso
2008;71.41;Querência;5107065;Mato Grosso
2009;7.31;Querência;5107065;Mato Grosso
2010;21.95;Querência;5107065;Mato Grosso
2011;14.8;Querência;5107065;Mato Grosso
2012;38.72;Querência;5107065;Mato Grosso
2013;14.0;Querência;5107065;Mato Grosso
2014;15.4;Querência;5107065;Mato Grosso
2015;18.56;Querência;5107065;Mato Grosso
2016;21.5;Querência;5107065;Mato Grosso
2017;17.36;Querência;5107065;Mato Grosso
2018;69.99;Querência;5107065;Mato Grosso
2019;17.25;Querência;5107065;Mato Grosso
2020;22.38;Querência;5107065;Mato Grosso
2021;25.36;Querência;5107065;Mato Grosso
2022;46.87;Querência;5107065;Mato Grosso
2023;46.15;Querência;5107065;Mato Grosso
2024;12.14;Querência;5107065;Mato Grosso
2007;150.83;Reserva do Cabaçal;5107156;Mato Grosso
2008;0.01;Reserva do Cabaçal;5107156;Mato Grosso
2009;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2010;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2011;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2012;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2013;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2014;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2015;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2016;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2017;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2018;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2019;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2020;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2021;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2022;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2023;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2024;0.0;Reserva do Cabaçal;5107156;Mato Grosso
2007;1372.79;Ribeirão Cascalheira;5107180;Mato Grosso
2008;2.8;Ribeirão Cascalheira;5107180;Mato Grosso
2009;0.8;Ribeirão Cascalheira;5107180;Mato Grosso
2010;1.22;Ribeirão Cascalheira;5107180;Mato Grosso
2011;6.08;Ribeirão Cascalheira;5107180;Mato Grosso
2012;2.29;Ribeirão Cascalheira;5107180;Mato Grosso
2013;0.68;Ribeirão Cascalheira;5107180;Mato Grosso
2014;2.19;Ribeirão Cascalheira;5107180;Mato Grosso
2015;4.88;Ribeirão Cascalheira;5107180;Mato Grosso
2016;0.76;Ribeirão Cascalheira;5107180;Mato Grosso
2017;2.61;Ribeirão Cascalheira;5107180;Mato Grosso
2018;1.58;Ribeirão Cascalheira;5107180;Mato Grosso
2019;11.81;Ribeirão Cascalheira;5107180;Mato Grosso
2020;1.9;Ribeirão Cascalheira;5107180;Mato Grosso
2021;2.08;Ribeirão Cascalheira;5107180;Mato Grosso
2022;12.47;Ribeirão Cascalheira;5107180;Mato Grosso
2023;1.31;Ribeirão Cascalheira;5107180;Mato Grosso
2024;0.19;Ribeirão Cascalheira;5107180;Mato Grosso
2007;447.19;Rio Branco;5107206;Mato Grosso
2008;0.0;Rio Branco;5107206;Mato Grosso
2009;0.0;Rio Branco;5107206;Mato Grosso
2010;0.0;Rio Branco;5107206;Mato Grosso
2011;0.0;Rio Branco;5107206;Mato Grosso
2012;0.0;Rio Branco;5107206;Mato Grosso
2013;0.0;Rio Branco;5107206;Mato Grosso
2014;0.0;Rio Branco;5107206;Mato Grosso
2015;0.12;Rio Branco;5107206;Mato Grosso
2016;0.0;Rio Branco;5107206;Mato Grosso
2017;0.0;Rio Branco;5107206;Mato Grosso
2018;0.15;Rio Branco;5107206;Mato Grosso
2019;0.0;Rio Branco;5107206;Mato Grosso
2020;0.0;Rio Branco;5107206;Mato Grosso
2021;0.0;Rio Branco;5107206;Mato Grosso
2022;0.0;Rio Branco;5107206;Mato Grosso
2023;0.0;Rio Branco;5107206;Mato Grosso
2024;0.0;Rio Branco;5107206;Mato Grosso
2007;1830.56;Rondolândia;5107578;Mato Grosso
2008;18.24;Rondolândia;5107578;Mato Grosso
2009;13.83;Rondolândia;5107578;Mato Grosso
2010;8.56;Rondolândia;5107578;Mato Grosso
2011;7.01;Rondolândia;5107578;Mato Grosso
2012;20.14;Rondolândia;5107578;Mato Grosso
2013;13.15;Rondolândia;5107578;Mato Grosso
2014;5.07;Rondolândia;5107578;Mato Grosso
2015;2.35;Rondolândia;5107578;Mato Grosso
2016;14.92;Rondolândia;5107578;Mato Grosso
2017;14.41;Rondolândia;5107578;Mato Grosso
2018;71.81;Rondolândia;5107578;Mato Grosso
2019;28.28;Rondolândia;5107578;Mato Grosso
2020;51.29;Rondolândia;5107578;Mato Grosso
2021;66.09;Rondolândia;5107578;Mato Grosso
2022;48.07;Rondolândia;5107578;Mato Grosso
2023;25.99;Rondolândia;5107578;Mato Grosso
2024;11.18;Rondolândia;5107578;Mato Grosso
2007;1233.54;Salto do Céu;5107750;Mato Grosso
2008;1.32;Salto do Céu;5107750;Mato Grosso
2009;0.47;Salto do Céu;5107750;Mato Grosso
2010;3.0;Salto do Céu;5107750;Mato Grosso
2011;1.55;Salto do Céu;5107750;Mato Grosso
2012;1.93;Salto do Céu;5107750;Mato Grosso
2013;0.13;Salto do Céu;5107750;Mato Grosso
2014;1.66;Salto do Céu;5107750;Mato Grosso
2015;0.1;Salto do Céu;5107750;Mato Grosso
2016;0.08;Salto do Céu;5107750;Mato Grosso
2017;0.1;Salto do Céu;5107750;Mato Grosso
2018;0.63;Salto do Céu;5107750;Mato Grosso
2019;0.95;Salto do Céu;5107750;Mato Grosso
2020;0.09;Salto do Céu;5107750;Mato Grosso
2021;0.0;Salto do Céu;5107750;Mato Grosso
2022;0.0;Salto do Céu;5107750;Mato Grosso
2023;0.0;Salto do Céu;5107750;Mato Grosso
2024;0.19;Salto do Céu;5107750;Mato Grosso
2007;1412.31;Santa Carmem;5107248;Mato Grosso
2008;24.18;Santa Carmem;5107248;Mato Grosso
2009;5.45;Santa Carmem;5107248;Mato Grosso
2010;11.08;Santa Carmem;5107248;Mato Grosso
2011;10.19;Santa Carmem;5107248;Mato Grosso
2012;2.85;Santa Carmem;5107248;Mato Grosso
2013;24.97;Santa Carmem;5107248;Mato Grosso
2014;8.77;Santa Carmem;5107248;Mato Grosso
2015;7.74;Santa Carmem;5107248;Mato Grosso
2016;20.35;Santa Carmem;5107248;Mato Grosso
2017;27.1;Santa Carmem;5107248;Mato Grosso
2018;14.39;Santa Carmem;5107248;Mato Grosso
2019;16.42;Santa Carmem;5107248;Mato Grosso
2020;20.87;Santa Carmem;5107248;Mato Grosso
2021;8.47;Santa Carmem;5107248;Mato Grosso
2022;37.25;Santa Carmem;5107248;Mato Grosso
2023;20.46;Santa Carmem;5107248;Mato Grosso
2024;10.4;Santa Carmem;5107248;Mato Grosso
2007;1341.74;Santa Cruz do Xingu;5107743;Mato Grosso
2008;7.3;Santa Cruz do Xingu;5107743;Mato Grosso
2009;3.0;Santa Cruz do Xingu;5107743;Mato Grosso
2010;4.97;Santa Cruz do Xingu;5107743;Mato Grosso
2011;2.28;Santa Cruz do Xingu;5107743;Mato Grosso
2012;0.64;Santa Cruz do Xingu;5107743;Mato Grosso
2013;0.38;Santa Cruz do Xingu;5107743;Mato Grosso
2014;9.02;Santa Cruz do Xingu;5107743;Mato Grosso
2015;3.7;Santa Cruz do Xingu;5107743;Mato Grosso
2016;16.72;Santa Cruz do Xingu;5107743;Mato Grosso
2017;16.63;Santa Cruz do Xingu;5107743;Mato Grosso
2018;20.41;Santa Cruz do Xingu;5107743;Mato Grosso
2019;10.23;Santa Cruz do Xingu;5107743;Mato Grosso
2020;11.89;Santa Cruz do Xingu;5107743;Mato Grosso
2021;11.39;Santa Cruz do Xingu;5107743;Mato Grosso
2022;13.69;Santa Cruz do Xingu;5107743;Mato Grosso
2023;13.71;Santa Cruz do Xingu;5107743;Mato Grosso
2024;2.19;Santa Cruz do Xingu;5107743;Mato Grosso
2007;2354.32;Santa Terezinha;5107776;Mato Grosso
2008;39.9;Santa Terezinha;5107776;Mato Grosso
2009;7.44;Santa Terezinha;5107776;Mato Grosso
2010;4.06;Santa Terezinha;5107776;Mato Grosso
2011;11.96;Santa Terezinha;5107776;Mato Grosso
2012;8.58;Santa Terezinha;5107776;Mato Grosso
2013;13.98;Santa Terezinha;5107776;Mato Grosso
2014;4.97;Santa Terezinha;5107776;Mato Grosso
2015;6.98;Santa Terezinha;5107776;Mato Grosso
2016;21.53;Santa Terezinha;5107776;Mato Grosso
2017;21.07;Santa Terezinha;5107776;Mato Grosso
2018;10.81;Santa Terezinha;5107776;Mato Grosso
2019;11.04;Santa Terezinha;5107776;Mato Grosso
2020;17.98;Santa Terezinha;5107776;Mato Grosso
2021;22.67;Santa Terezinha;5107776;Mato Grosso
2022;23.29;Santa Terezinha;5107776;Mato Grosso
2023;9.59;Santa Terezinha;5107776;Mato Grosso
2024;24.1;Santa Terezinha;5107776;Mato Grosso
2007;937.2;Santo Afonso;5107263;Mato Grosso
2008;6.65;Santo Afonso;5107263;Mato Grosso
2009;8.11;Santo Afonso;5107263;Mato Grosso
2010;2.77;Santo Afonso;5107263;Mato Grosso
2011;2.34;Santo Afonso;5107263;Mato Grosso
2012;2.59;Santo Afonso;5107263;Mato Grosso
2013;6.4;Santo Afonso;5107263;Mato Grosso
2014;2.03;Santo Afonso;5107263;Mato Grosso
2015;4.2;Santo Afonso;5107263;Mato Grosso
2016;1.98;Santo Afonso;5107263;Mato Grosso
2017;3.71;Santo Afonso;5107263;Mato Grosso
2018;1.96;Santo Afonso;5107263;Mato Grosso
2019;2.64;Santo Afonso;5107263;Mato Grosso
2020;1.9;Santo Afonso;5107263;Mato Grosso
2021;3.32;Santo Afonso;5107263;Mato Grosso
2022;0.2;Santo Afonso;5107263;Mato Grosso
2023;0.69;Santo Afonso;5107263;Mato Grosso
2024;0.25;Santo Afonso;5107263;Mato Grosso
2007;0.12;Sapezal;5107875;Mato Grosso
2008;0.0;Sapezal;5107875;Mato Grosso
2009;0.0;Sapezal;5107875;Mato Grosso
2010;0.0;Sapezal;5107875;Mato Grosso
2011;0.0;Sapezal;5107875;Mato Grosso
2012;0.0;Sapezal;5107875;Mato Grosso
2013;0.0;Sapezal;5107875;Mato Grosso
2014;0.0;Sapezal;5107875;Mato Grosso
2015;0.0;Sapezal;5107875;Mato Grosso
2016;0.0;Sapezal;5107875;Mato Grosso
2017;0.0;Sapezal;5107875;Mato Grosso
2018;0.0;Sapezal;5107875;Mato Grosso
2019;0.0;Sapezal;5107875;Mato Grosso
2020;0.0;Sapezal;5107875;Mato Grosso
2021;0.0;Sapezal;5107875;Mato Grosso
2022;0.0;Sapezal;5107875;Mato Grosso
2023;0.0;Sapezal;5107875;Mato Grosso
2024;0.0;Sapezal;5107875;Mato Grosso
2007;261.01;Serra Nova Dourada;5107883;Mato Grosso
2008;8.96;Serra Nova Dourada;5107883;Mato Grosso
2009;17.81;Serra Nova Dourada;5107883;Mato Grosso
2010;0.52;Serra Nova Dourada;5107883;Mato Grosso
2011;5.27;Serra Nova Dourada;5107883;Mato Grosso
2012;10.74;Serra Nova Dourada;5107883;Mato Grosso
2013;16.09;Serra Nova Dourada;5107883;Mato Grosso
2014;3.02;Serra Nova Dourada;5107883;Mato Grosso
