year;areakm;municipality;geocode_ibge;state
2015;3.93;Serra Nova Dourada;5107883;Mato Grosso
2016;2.08;Serra Nova Dourada;5107883;Mato Grosso
2017;5.18;Serra Nova Dourada;5107883;Mato Grosso
2018;8.03;Serra Nova Dourada;5107883;Mato Grosso
2019;0.5;Serra Nova Dourada;5107883;Mato Grosso
2020;2.2;Serra Nova Dourada;5107883;Mato Grosso
2021;3.07;Serra Nova Dourada;5107883;Mato Grosso
2022;4.06;Serra Nova Dourada;5107883;Mato Grosso
2023;1.29;Serra Nova Dourada;5107883;Mato Grosso
2024;1.33;Serra Nova Dourada;5107883;Mato Grosso
2007;2406.13;Sinop;5107909;Mato Grosso
2008;47.38;Sinop;5107909;Mato Grosso
2009;6.82;Sinop;5107909;Mato Grosso
2010;3.81;Sinop;5107909;Mato Grosso
2011;8.0;Sinop;5107909;Mato Grosso
2012;5.95;Sinop;5107909;Mato Grosso
2013;20.49;Sinop;5107909;Mato Grosso
2014;3.96;Sinop;5107909;Mato Grosso
2015;5.2;Sinop;5107909;Mato Grosso
2016;4.93;Sinop;5107909;Mato Grosso
2017;7.26;Sinop;5107909;Mato Grosso
2018;33.82;Sinop;5107909;Mato Grosso
2019;72.48;Sinop;5107909;Mato Grosso
2020;10.01;Sinop;5107909;Mato Grosso
2021;6.4;Sinop;5107909;Mato Grosso
2022;4.81;Sinop;5107909;Mato Grosso
2023;4.67;Sinop;5107909;Mato Grosso
2024;3.37;Sinop;5107909;Mato Grosso
2007;2169.26;Sorriso;5107925;Mato Grosso
2008;2.08;Sorriso;5107925;Mato Grosso
2009;0.8;Sorriso;5107925;Mato Grosso
2010;0.33;Sorriso;5107925;Mato Grosso
2011;0.53;Sorriso;5107925;Mato Grosso
2012;1.63;Sorriso;5107925;Mato Grosso
2013;0.44;Sorriso;5107925;Mato Grosso
2014;0.16;Sorriso;5107925;Mato Grosso
2015;0.12;Sorriso;5107925;Mato Grosso
2016;0.43;Sorriso;5107925;Mato Grosso
2017;0.53;Sorriso;5107925;Mato Grosso
2018;0.26;Sorriso;5107925;Mato Grosso
2019;0.06;Sorriso;5107925;Mato Grosso
2020;0.17;Sorriso;5107925;Mato Grosso
2021;0.4;Sorriso;5107925;Mato Grosso
2022;0.0;Sorriso;5107925;Mato Grosso
2023;0.7;Sorriso;5107925;Mato Grosso
2024;1.34;Sorriso;5107925;Mato Grosso
2007;4130.51;São Félix do Araguaia;5107859;Mato Grosso
2008;206.39;São Félix do Araguaia;5107859;Mato Grosso
2009;13.95;São Félix do Araguaia;5107859;Mato Grosso
2010;5.86;São Félix do Araguaia;5107859;Mato Grosso
2011;16.55;São Félix do Araguaia;5107859;Mato Grosso
2012;16.06;São Félix do Araguaia;5107859;Mato Grosso
2013;13.68;São Félix do Araguaia;5107859;Mato Grosso
2014;19.88;São Félix do Araguaia;5107859;Mato Grosso
2015;17.65;São Félix do Araguaia;5107859;Mato Grosso
2016;4.91;São Félix do Araguaia;5107859;Mato Grosso
2017;6.72;São Félix do Araguaia;5107859;Mato Grosso
2018;31.46;São Félix do Araguaia;5107859;Mato Grosso
2019;12.67;São Félix do Araguaia;5107859;Mato Grosso
2020;16.67;São Félix do Araguaia;5107859;Mato Grosso
2021;21.23;São Félix do Araguaia;5107859;Mato Grosso
2022;33.51;São Félix do Araguaia;5107859;Mato Grosso
2023;34.0;São Félix do Araguaia;5107859;Mato Grosso
2024;15.33;São Félix do Araguaia;5107859;Mato Grosso
2007;1463.46;São José do Rio Claro;5107305;Mato Grosso
2008;16.21;São José do Rio Claro;5107305;Mato Grosso
2009;7.77;São José do Rio Claro;5107305;Mato Grosso
2010;4.58;São José do Rio Claro;5107305;Mato Grosso
2011;10.35;São José do Rio Claro;5107305;Mato Grosso
2012;5.85;São José do Rio Claro;5107305;Mato Grosso
2013;15.52;São José do Rio Claro;5107305;Mato Grosso
2014;13.4;São José do Rio Claro;5107305;Mato Grosso
2015;19.25;São José do Rio Claro;5107305;Mato Grosso
2016;6.48;São José do Rio Claro;5107305;Mato Grosso
2017;15.6;São José do Rio Claro;5107305;Mato Grosso
2018;10.32;São José do Rio Claro;5107305;Mato Grosso
2019;6.27;São José do Rio Claro;5107305;Mato Grosso
2020;2.38;São José do Rio Claro;5107305;Mato Grosso
2021;19.6;São José do Rio Claro;5107305;Mato Grosso
2022;14.99;São José do Rio Claro;5107305;Mato Grosso
2023;8.39;São José do Rio Claro;5107305;Mato Grosso
2024;29.53;São José do Rio Claro;5107305;Mato Grosso
2007;4196.6;São José do Xingu;5107354;Mato Grosso
2008;93.83;São José do Xingu;5107354;Mato Grosso
2009;5.96;São José do Xingu;5107354;Mato Grosso
2010;6.84;São José do Xingu;5107354;Mato Grosso
2011;5.93;São José do Xingu;5107354;Mato Grosso
2012;19.07;São José do Xingu;5107354;Mato Grosso
2013;1.66;São José do Xingu;5107354;Mato Grosso
2014;2.47;São José do Xingu;5107354;Mato Grosso
2015;12.0;São José do Xingu;5107354;Mato Grosso
2016;1.36;São José do Xingu;5107354;Mato Grosso
2017;2.02;São José do Xingu;5107354;Mato Grosso
2018;5.76;São José do Xingu;5107354;Mato Grosso
2019;3.88;São José do Xingu;5107354;Mato Grosso
2020;1.2;São José do Xingu;5107354;Mato Grosso
2021;1.61;São José do Xingu;5107354;Mato Grosso
2022;6.03;São José do Xingu;5107354;Mato Grosso
2023;4.59;São José do Xingu;5107354;Mato Grosso
2024;9.26;São José do Xingu;5107354;Mato Grosso
2007;1182.7;São José dos Quatro Marcos;5107107;Mato Grosso
2008;1.68;São José dos Quatro Marcos;5107107;Mato Grosso
2009;0.9;São José dos Quatro Marcos;5107107;Mato Grosso
2010;2.1;São José dos Quatro Marcos;5107107;Mato Grosso
2011;1.0;São José dos Quatro Marcos;5107107;Mato Grosso
2012;0.61;São José dos Quatro Marcos;5107107;Mato Grosso
2013;0.32;São José dos Quatro Marcos;5107107;Mato Grosso
2014;0.32;São José dos Quatro Marcos;5107107;Mato Grosso
2015;0.57;São José dos Quatro Marcos;5107107;Mato Grosso
2016;0.12;São José dos Quatro Marcos;5107107;Mato Grosso
2017;0.0;São José dos Quatro Marcos;5107107;Mato Grosso
2018;0.23;São José dos Quatro Marcos;5107107;Mato Grosso
2019;0.86;São José dos Quatro Marcos;5107107;Mato Grosso
2020;0.3;São José dos Quatro Marcos;5107107;Mato Grosso
2021;0.16;São José dos Quatro Marcos;5107107;Mato Grosso
2022;0.0;São José dos Quatro Marcos;5107107;Mato Grosso
2023;0.0;São José dos Quatro Marcos;5107107;Mato Grosso
2024;0.0;São José dos Quatro Marcos;5107107;Mato Grosso
2007;2418.18;Tabaporã;5107941;Mato Grosso
2008;65.78;Tabaporã;5107941;Mato Grosso
2009;8.78;Tabaporã;5107941;Mato Grosso
2010;9.45;Tabaporã;5107941;Mato Grosso
2011;13.13;Tabaporã;5107941;Mato Grosso
2012;15.56;Tabaporã;5107941;Mato Grosso
2013;30.21;Tabaporã;5107941;Mato Grosso
2014;16.1;Tabaporã;5107941;Mato Grosso
2015;10.93;Tabaporã;5107941;Mato Grosso
2016;9.75;Tabaporã;5107941;Mato Grosso
2017;27.84;Tabaporã;5107941;Mato Grosso
2018;8.92;Tabaporã;5107941;Mato Grosso
2019;18.06;Tabaporã;5107941;Mato Grosso
2020;7.09;Tabaporã;5107941;Mato Grosso
2021;23.1;Tabaporã;5107941;Mato Grosso
2022;30.63;Tabaporã;5107941;Mato Grosso
2023;30.44;Tabaporã;5107941;Mato Grosso
2024;7.43;Tabaporã;5107941;Mato Grosso
2007;2345.2;Tangará da Serra;5107958;Mato Grosso
2008;4.63;Tangará da Serra;5107958;Mato Grosso
2009;1.45;Tangará da Serra;5107958;Mato Grosso
2010;1.21;Tangará da Serra;5107958;Mato Grosso
2011;0.46;Tangará da Serra;5107958;Mato Grosso
2012;0.2;Tangará da Serra;5107958;Mato Grosso
2013;0.88;Tangará da Serra;5107958;Mato Grosso
2014;0.23;Tangará da Serra;5107958;Mato Grosso
2015;0.75;Tangará da Serra;5107958;Mato Grosso
2016;0.85;Tangará da Serra;5107958;Mato Grosso
2017;0.44;Tangará da Serra;5107958;Mato Grosso
2018;0.65;Tangará da Serra;5107958;Mato Grosso
2019;3.14;Tangará da Serra;5107958;Mato Grosso
2020;0.62;Tangará da Serra;5107958;Mato Grosso
2021;0.27;Tangará da Serra;5107958;Mato Grosso
2022;0.08;Tangará da Serra;5107958;Mato Grosso
2023;0.0;Tangará da Serra;5107958;Mato Grosso
2024;0.16;Tangará da Serra;5107958;Mato Grosso
2007;1820.65;Tapurah;5108006;Mato Grosso
2008;10.07;Tapurah;5108006;Mato Grosso
2009;7.29;Tapurah;5108006;Mato Grosso
2010;13.75;Tapurah;5108006;Mato Grosso
2011;19.83;Tapurah;5108006;Mato Grosso
2012;4.24;Tapurah;5108006;Mato Grosso
2013;16.14;Tapurah;5108006;Mato Grosso
2014;7.86;Tapurah;5108006;Mato Grosso
2015;16.98;Tapurah;5108006;Mato Grosso
2016;7.4;Tapurah;5108006;Mato Grosso
2017;7.23;Tapurah;5108006;Mato Grosso
2018;9.01;Tapurah;5108006;Mato Grosso
2019;2.21;Tapurah;5108006;Mato Grosso
2020;5.31;Tapurah;5108006;Mato Grosso
2021;2.92;Tapurah;5108006;Mato Grosso
2022;4.63;Tapurah;5108006;Mato Grosso
2023;10.2;Tapurah;5108006;Mato Grosso
2024;9.94;Tapurah;5108006;Mato Grosso
2007;2100.34;Terra Nova do Norte;5108055;Mato Grosso
2008;20.43;Terra Nova do Norte;5108055;Mato Grosso
2009;11.61;Terra Nova do Norte;5108055;Mato Grosso
2010;4.8;Terra Nova do Norte;5108055;Mato Grosso
2011;4.48;Terra Nova do Norte;5108055;Mato Grosso
2012;4.32;Terra Nova do Norte;5108055;Mato Grosso
2013;7.67;Terra Nova do Norte;5108055;Mato Grosso
2014;3.42;Terra Nova do Norte;5108055;Mato Grosso
2015;2.24;Terra Nova do Norte;5108055;Mato Grosso
2016;6.0;Terra Nova do Norte;5108055;Mato Grosso
2017;4.38;Terra Nova do Norte;5108055;Mato Grosso
2018;4.88;Terra Nova do Norte;5108055;Mato Grosso
2019;6.95;Terra Nova do Norte;5108055;Mato Grosso
2020;1.51;Terra Nova do Norte;5108055;Mato Grosso
2021;2.82;Terra Nova do Norte;5108055;Mato Grosso
2022;2.19;Terra Nova do Norte;5108055;Mato Grosso
2023;0.49;Terra Nova do Norte;5108055;Mato Grosso
2024;2.47;Terra Nova do Norte;5108055;Mato Grosso
2007;985.87;União do Sul;5108303;Mato Grosso
2008;38.98;União do Sul;5108303;Mato Grosso
2009;2.96;União do Sul;5108303;Mato Grosso
2010;8.89;União do Sul;5108303;Mato Grosso
2011;11.13;União do Sul;5108303;Mato Grosso
2012;15.8;União do Sul;5108303;Mato Grosso
2013;12.96;União do Sul;5108303;Mato Grosso
2014;16.71;União do Sul;5108303;Mato Grosso
2015;38.57;União do Sul;5108303;Mato Grosso
2016;24.09;União do Sul;5108303;Mato Grosso
2017;45.9;União do Sul;5108303;Mato Grosso
2018;28.54;União do Sul;5108303;Mato Grosso
2019;62.47;União do Sul;5108303;Mato Grosso
2020;133.77;União do Sul;5108303;Mato Grosso
2021;67.3;União do Sul;5108303;Mato Grosso
2022;56.98;União do Sul;5108303;Mato Grosso
2023;92.88;União do Sul;5108303;Mato Grosso
2024;43.05;União do Sul;5108303;Mato Grosso
2007;575.83;Vale de São Domingos;5108352;Mato Grosso
2008;0.86;Vale de São Domingos;5108352;Mato Grosso
2009;0.34;Vale de São Domingos;5108352;Mato Grosso
2010;0.72;Vale de São Domingos;5108352;Mato Grosso
2011;0.0;Vale de São Domingos;5108352;Mato Grosso
2012;0.0;Vale de São Domingos;5108352;Mato Grosso
2013;0.07;Vale de São Domingos;5108352;Mato Grosso
2014;0.14;Vale de São Domingos;5108352;Mato Grosso
2015;0.34;Vale de São Domingos;5108352;Mato Grosso
2016;0.09;Vale de São Domingos;5108352;Mato Grosso
2017;0.11;Vale de São Domingos;5108352;Mato Grosso
2018;0.0;Vale de São Domingos;5108352;Mato Grosso
2019;0.0;Vale de São Domingos;5108352;Mato Grosso
2020;0.15;Vale de São Domingos;5108352;Mato Grosso
2021;0.54;Vale de São Domingos;5108352;Mato Grosso
2022;0.15;Vale de São Domingos;5108352;Mato Grosso
2023;0.07;Vale de São Domingos;5108352;Mato Grosso
2024;0.0;Vale de São Domingos;5108352;Mato Grosso
2007;1921.11;Vera;5108501;Mato Grosso
2008;5.95;Vera;5108501;Mato Grosso
2009;3.31;Vera;5108501;Mato Grosso
2010;1.09;Vera;5108501;Mato Grosso
2011;1.68;Vera;5108501;Mato Grosso
2012;2.91;Vera;5108501;Mato Grosso
2013;1.52;Vera;5108501;Mato Grosso
2014;10.42;Vera;5108501;Mato Grosso
2015;7.18;Vera;5108501;Mato Grosso
2016;2.07;Vera;5108501;Mato Grosso
2017;4.17;Vera;5108501;Mato Grosso
2018;6.91;Vera;5108501;Mato Grosso
2019;2.19;Vera;5108501;Mato Grosso
2020;1.95;Vera;5108501;Mato Grosso
2021;12.84;Vera;5108501;Mato Grosso
2022;2.87;Vera;5108501;Mato Grosso
2023;1.57;Vera;5108501;Mato Grosso
2024;1.04;Vera;5108501;Mato Grosso
2007;4476.75;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2008;36.45;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2009;24.36;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2010;26.03;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2011;17.77;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2012;11.35;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2013;10.0;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2014;12.88;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2015;7.66;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2016;14.22;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2017;17.05;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2018;9.76;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2019;8.71;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2020;11.18;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2021;5.32;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2022;4.71;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2023;13.61;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2024;19.49;Vila Bela da Santíssima Trindade;5105507;Mato Grosso
2007;4516.08;Vila Rica;5108600;Mato Grosso
2008;77.99;Vila Rica;5108600;Mato Grosso
2009;7.7;Vila Rica;5108600;Mato Grosso
2010;6.3;Vila Rica;5108600;Mato Grosso
2011;12.5;Vila Rica;5108600;Mato Grosso
2012;11.59;Vila Rica;5108600;Mato Grosso
2013;7.93;Vila Rica;5108600;Mato Grosso
2014;4.96;Vila Rica;5108600;Mato Grosso
2015;6.34;Vila Rica;5108600;Mato Grosso
2016;5.73;Vila Rica;5108600;Mato Grosso
2017;5.73;Vila Rica;5108600;Mato Grosso
2018;3.14;Vila Rica;5108600;Mato Grosso
2019;5.72;Vila Rica;5108600;Mato Grosso
2020;4.56;Vila Rica;5108600;Mato Grosso
2021;22.05;Vila Rica;5108600;Mato Grosso
2022;8.63;Vila Rica;5108600;Mato Grosso
2023;12.91;Vila Rica;5108600;Mato Grosso
2024;4.08;Vila Rica;5108600;Mato Grosso
2007;0.05;Água Boa;5100201;Mato Grosso
2008;0.0;Água Boa;5100201;Mato Grosso
2009;0.0;Água Boa;5100201;Mato Grosso
2010;0.0;Água Boa;5100201;Mato Grosso
2011;0.0;Água Boa;5100201;Mato Grosso
2012;0.0;Água Boa;5100201;Mato Grosso
2013;0.0;Água Boa;5100201;Mato Grosso
2014;0.0;Água Boa;5100201;Mato Grosso
2015;0.0;Água Boa;5100201;Mato Grosso
2016;0.0;Água Boa;5100201;Mato Grosso
2017;0.0;Água Boa;5100201;Mato Grosso
2018;0.0;Água Boa;5100201;Mato Grosso
2019;0.0;Água Boa;5100201;Mato Grosso
2020;0.0;Água Boa;5100201;Mato Grosso
2021;0.0;Água Boa;5100201;Mato Grosso
2022;0.0;Água Boa;5100201;Mato Grosso
2023;0.0;Água Boa;5100201;Mato Grosso
2024;0.0;Água Boa;5100201;Mato Grosso
2007;687.73;Abaetetuba;1500107;Pará
2008;1.24;Abaetetuba;1500107;Pará
2009;2.99;Abaetetuba;1500107;Pará
2010;3.83;Abaetetuba;1500107;Pará
2011;0.83;Abaetetuba;1500107;Pará
2012;2.24;Abaetetuba;1500107;Pará
2013;0.42;Abaetetuba;1500107;Pará
2014;0.24;Abaetetuba;1500107;Pará
2015;0.59;Abaetetuba;1500107;Pará
2016;0.39;Abaetetuba;1500107;Pará
2017;1.18;Abaetetuba;1500107;Pará
2018;0.64;Abaetetuba;1500107;Pará
2019;0.34;Abaetetuba;1500107;Pará
2020;1.22;Abaetetuba;1500107;Pará
2021;1.7;Abaetetuba;1500107;Pará
2022;0.41;Abaetetuba;1500107;Pará
2023;0.31;Abaetetuba;1500107;Pará
2024;0.56;Abaetetuba;1500107;Pará
2007;545.15;Abel Figueiredo;1500131;Pará
2008;2.04;Abel Figueiredo;1500131;Pará
2009;1.04;Abel Figueiredo;1500131;Pará
2010;1.74;Abel Figueiredo;1500131;Pará
2011;0.44;Abel Figueiredo;1500131;Pará
2012;0.0;Abel Figueiredo;1500131;Pará
2013;0.36;Abel Figueiredo;1500131;Pará
2014;0.42;Abel Figueiredo;1500131;Pará
2015;0.16;Abel Figueiredo;1500131;Pará
2016;0.5;Abel Figueiredo;1500131;Pará
2017;0.24;Abel Figueiredo;1500131;Pará
2018;0.95;Abel Figueiredo;1500131;Pará
2019;4.15;Abel Figueiredo;1500131;Pará
2020;1.21;Abel Figueiredo;1500131;Pará
2021;2.07;Abel Figueiredo;1500131;Pará
2022;2.73;Abel Figueiredo;1500131;Pará
2023;1.53;Abel Figueiredo;1500131;Pará
2024;0.17;Abel Figueiredo;1500131;Pará
2007;2260.4;Acará;1500206;Pará
2008;47.76;Acará;1500206;Pará
2009;11.9;Acará;1500206;Pará
2010;30.16;Acará;1500206;Pará
2011;15.01;Acará;1500206;Pará
2012;4.81;Acará;1500206;Pará
2013;18.27;Acará;1500206;Pará
2014;5.83;Acará;1500206;Pará
2015;7.01;Acará;1500206;Pará
2016;7.21;Acará;1500206;Pará
2017;18.54;Acará;1500206;Pará
2018;16.74;Acará;1500206;Pará
2019;18.17;Acará;1500206;Pará
2020;15.67;Acará;1500206;Pará
2021;10.31;Acará;1500206;Pará
2022;5.71;Acará;1500206;Pará
2023;8.36;Acará;1500206;Pará
2024;12.63;Acará;1500206;Pará
2007;27.29;Afuá;1500305;Pará
2008;0.13;Afuá;1500305;Pará
2009;0.0;Afuá;1500305;Pará
2010;1.73;Afuá;1500305;Pará
2011;0.0;Afuá;1500305;Pará
2012;0.15;Afuá;1500305;Pará
2013;0.07;Afuá;1500305;Pará
2014;0.17;Afuá;1500305;Pará
2015;0.0;Afuá;1500305;Pará
2016;0.0;Afuá;1500305;Pará
2017;0.12;Afuá;1500305;Pará
2018;0.0;Afuá;1500305;Pará
2019;0.11;Afuá;1500305;Pará
2020;0.0;Afuá;1500305;Pará
2021;0.0;Afuá;1500305;Pará
2022;0.16;Afuá;1500305;Pará
2023;0.27;Afuá;1500305;Pará
2024;0.6;Afuá;1500305;Pará
2007;2329.82;Alenquer;1500404;Pará
2008;39.56;Alenquer;1500404;Pará
2009;18.51;Alenquer;1500404;Pará
2010;27.53;Alenquer;1500404;Pará
2011;21.87;Alenquer;1500404;Pará
2012;14.86;Alenquer;1500404;Pará
2013;17.81;Alenquer;1500404;Pará
2014;16.44;Alenquer;1500404;Pará
2015;15.13;Alenquer;1500404;Pará
2016;16.2;Alenquer;1500404;Pará
2017;27.47;Alenquer;1500404;Pará
2018;22.03;Alenquer;1500404;Pará
2019;19.84;Alenquer;1500404;Pará
2020;32.86;Alenquer;1500404;Pará
2021;31.92;Alenquer;1500404;Pará
2022;29.04;Alenquer;1500404;Pará
2023;22.29;Alenquer;1500404;Pará
2024;34.96;Alenquer;1500404;Pará
2007;1648.69;Almeirim;1500503;Pará
2008;59.03;Almeirim;1500503;Pará
2009;23.34;Almeirim;1500503;Pará
2010;38.54;Almeirim;1500503;Pará
2011;6.49;Almeirim;1500503;Pará
2012;19.49;Almeirim;1500503;Pará
2013;9.18;Almeirim;1500503;Pará
2014;23.48;Almeirim;1500503;Pará
2015;12.14;Almeirim;1500503;Pará
2016;14.97;Almeirim;1500503;Pará
2017;20.8;Almeirim;1500503;Pará
2018;18.59;Almeirim;1500503;Pará
2019;29.67;Almeirim;1500503;Pará
2020;24.7;Almeirim;1500503;Pará
2021;31.54;Almeirim;1500503;Pará
2022;18.38;Almeirim;1500503;Pará
2023;22.81;Almeirim;1500503;Pará
2024;43.91;Almeirim;1500503;Pará
2007;5886.39;Altamira;1500602;Pará
2008;339.62;Altamira;1500602;Pará
2009;388.93;Altamira;1500602;Pará
2010;193.85;Altamira;1500602;Pará
2011;249.9;Altamira;1500602;Pará
2012;228.96;Altamira;1500602;Pará
2013;296.54;Altamira;1500602;Pará
2014;294.23;Altamira;1500602;Pará
2015;308.2;Altamira;1500602;Pará
2016;408.65;Altamira;1500602;Pará
2017;224.22;Altamira;1500602;Pará
2018;429.95;Altamira;1500602;Pará
2019;575.08;Altamira;1500602;Pará
2020;797.69;Altamira;1500602;Pará
2021;765.53;Altamira;1500602;Pará
2022;626.02;Altamira;1500602;Pará
2023;317.7;Altamira;1500602;Pará
2024;166.63;Altamira;1500602;Pará
2007;171.02;Anajás;1500701;Pará
2008;0.0;Anajás;1500701;Pará
2009;1.03;Anajás;1500701;Pará
2010;11.98;Anajás;1500701;Pará
2011;0.31;Anajás;1500701;Pará
2012;0.09;Anajás;1500701;Pará
2013;0.0;Anajás;1500701;Pará
2014;0.0;Anajás;1500701;Pará
2015;0.11;Anajás;1500701;Pará
2016;0.38;Anajás;1500701;Pará
2017;0.0;Anajás;1500701;Pará
2018;0.0;Anajás;1500701;Pará
2019;0.39;Anajás;1500701;Pará
2020;0.9;Anajás;1500701;Pará
2021;0.97;Anajás;1500701;Pará
2022;0.13;Anajás;1500701;Pará
2023;0.2;Anajás;1500701;Pará
2024;0.18;Anajás;1500701;Pará
2007;87.2;Ananindeua;1500800;Pará
2008;0.0;Ananindeua;1500800;Pará
2009;0.0;Ananindeua;1500800;Pará
2010;0.07;Ananindeua;1500800;Pará
2011;0.0;Ananindeua;1500800;Pará
2012;0.08;Ananindeua;1500800;Pará
2013;0.0;Ananindeua;1500800;Pará
2014;0.0;Ananindeua;1500800;Pará
2015;0.0;Ananindeua;1500800;Pará
2016;0.0;Ananindeua;1500800;Pará
2017;0.0;Ananindeua;1500800;Pará
2018;0.0;Ananindeua;1500800;Pará
2019;0.0;Ananindeua;1500800;Pará
2020;0.0;Ananindeua;1500800;Pará
2021;0.0;Ananindeua;1500800;Pará
2022;0.0;Ananindeua;1500800;Pará
2023;0.0;Ananindeua;1500800;Pará
2024;0.0;Ananindeua;1500800;Pará
2007;1877.21;Anapu;1500859;Pará
2008;74.63;Anapu;1500859;Pará
2009;26.77;Anapu;1500859;Pará
2010;77.51;Anapu;1500859;Pará
2011;223.27;Anapu;1500859;Pará
2012;15.83;Anapu;1500859;Pará
2013;19.16;Anapu;1500859;Pará
2014;32.1;Anapu;1500859;Pará
2015;95.11;Anapu;1500859;Pará
2016;85.49;Anapu;1500859;Pará
2017;98.43;Anapu;1500859;Pará
2018;56.35;Anapu;1500859;Pará
2019;217.31;Anapu;1500859;Pará
2020;111.95;Anapu;1500859;Pará
2021;133.74;Anapu;1500859;Pará
2022;108.24;Anapu;1500859;Pará
2023;95.72;Anapu;1500859;Pará
2024;56.85;Anapu;1500859;Pará
2007;725.36;Augusto Corrêa;1500909;Pará
2008;0.31;Augusto Corrêa;1500909;Pará
2009;0.39;Augusto Corrêa;1500909;Pará
2010;0.14;Augusto Corrêa;1500909;Pará
2011;0.0;Augusto Corrêa;1500909;Pará
2012;0.0;Augusto Corrêa;1500909;Pará
2013;0.0;Augusto Corrêa;1500909;Pará
2014;0.0;Augusto Corrêa;1500909;Pará
2015;0.19;Augusto Corrêa;1500909;Pará
2016;0.0;Augusto Corrêa;1500909;Pará
2017;0.0;Augusto Corrêa;1500909;Pará
2018;0.0;Augusto Corrêa;1500909;Pará
2019;0.0;Augusto Corrêa;1500909;Pará
2020;0.0;Augusto Corrêa;1500909;Pará
2021;0.0;Augusto Corrêa;1500909;Pará
2022;0.0;Augusto Corrêa;1500909;Pará
2023;0.31;Augusto Corrêa;1500909;Pará
2024;0.0;Augusto Corrêa;1500909;Pará
2007;1496.89;Aurora do Pará;1500958;Pará
2008;17.16;Aurora do Pará;1500958;Pará
2009;10.67;Aurora do Pará;1500958;Pará
2010;10.81;Aurora do Pará;1500958;Pará
2011;6.79;Aurora do Pará;1500958;Pará
2012;0.88;Aurora do Pará;1500958;Pará
2013;4.7;Aurora do Pará;1500958;Pará
2014;0.86;Aurora do Pará;1500958;Pará
2015;0.92;Aurora do Pará;1500958;Pará
2016;1.51;Aurora do Pará;1500958;Pará
2017;4.62;Aurora do Pará;1500958;Pará
2018;3.66;Aurora do Pará;1500958;Pará
2019;1.29;Aurora do Pará;1500958;Pará
2020;3.11;Aurora do Pará;1500958;Pará
2021;2.59;Aurora do Pará;1500958;Pará
2022;2.12;Aurora do Pará;1500958;Pará
2023;2.87;Aurora do Pará;1500958;Pará
2024;4.87;Aurora do Pará;1500958;Pará
